user_id,score_1_perc,score_2_perc,score_3_perc,score_4_perc,score_min1_perc
7b6213cf8721abbda6b4b6e576692c23ef7392c8787c0fd992666e5056f2d3c5,100.0,0.0,0.0,0.0,0.0
80c2937653afe2b6c3371dc79e2acd7c8e4dae1cd71f12c0bfe5e1dda3ed6761,0.0,0.0,0.0,0.0,100.0
a3fc72df12ce294e50578abd25b533f0f41ab78ce85129bce3fe59122403f959,66.67,33.33,0.0,0.0,0.0
c2a121d6ac4a817b08dc938327ab91d7c94d7bbb8e1be34a7f236674432c5ea4,50.0,0.0,0.0,0.0,50.0
ed87b3d0db760a29106c170f3ee78178872383d07262c34b39e4b47e8335980c,,,,,
ecb6646505c8737e760678f21b642ccb487ea585a9a62892d6b00e4652ecc1e9,83.33,0.0,0.0,16.67,0.0
1acb5d3f99cd17bb0a7d51dfaf16e52e1110de9fefc4f6d6723e0f36ea65f556,0.0,0.0,0.0,0.0,100.0
2f166fe373a50203de4c625d2a62369953080fec97c096d5fc3d2dd98c2c8fb1,100.0,0.0,0.0,0.0,0.0
cae1ec660cef1fe7dc1957aa60199035c2666c899ded057b5027d945da04a14d,100.0,0.0,0.0,0.0,0.0
9d8ca38206e8f7c8559f38741f64d6a4e5c9c68bfc3fa2bec0caa540b6b35d98,50.0,33.33,0.0,16.67,0.0
69b0c18d7ea7a93c6260c7634b40391bd9cbdd847997bd959144335f4b1e5b73,0.0,0.0,16.67,0.0,83.33
3a237071034a5fa5e97debf7b0f3ce8fd489e3cd27eda8516c565cd2f609b8c0,0.0,0.0,0.0,0.0,100.0
70c201697e4b28bb95381fd09d2b4c7964354062b9deb69a3b976b9c5d5e370f,83.33,0.0,0.0,0.0,16.67
42899deac824939d2954d47b78971e37a1584a0fddc6fa83f1d4a8ac1fa64520,66.67,16.67,16.67,0.0,0.0
6a14f1a50415f9675d555a61c145135ed0a2526a215786b8aef4939849d040e0,0.0,0.0,0.0,0.0,100.0
2a5108829bbef89f11b45c6dd55f5eeb854d55566d4fb0887c64d55ffb7a72fa,100.0,0.0,0.0,0.0,0.0
6642a38a7133d5a3c04e2b1f65793b78b8bc58f72056da828b5dbad4c01ab87a,100.0,0.0,0.0,0.0,0.0
6f326c06a372fae0af204aa7f73313f9a28bfac6de6590636c6dec65c18d124d,100.0,0.0,0.0,0.0,0.0
d5d307191e6ce730141e51e7face86ca08e9b221111a45eb70c04dff2fdd74ea,33.33,0.0,0.0,66.67,0.0
fa945c45f1718f54a3bb5e96644383525b9d194e52abe38718f2e94052368435,100.0,0.0,0.0,0.0,0.0
97f73ea4c34e1ac12ee09228ff991ee278a8a39d7628df2a8f0ef243ad6c00b0,33.33,33.33,16.67,16.67,0.0
19ec00a33a0e7ffbd0dca2112a65687bf2065232714715763f2df1b8080fcbf8,50.0,33.33,0.0,16.67,0.0
335b92b3f7e38e906accc098b0aeb6fa477d894fb72a803110414084812d495a,100.0,0.0,0.0,0.0,0.0
599e1f943533a1c7ef942f2ba04f45fc3ad883af25c3099d146b225585606993,,,,,
a14097213d18aff33fafc9f09ef050fd4187ec3f26ead1be51e3eb9dd17ea7d4,50.0,50.0,0.0,0.0,0.0
b87321fd4775542e415ec76f0d7802cd1622f0abc6d19f800e878d8b7f445074,100.0,0.0,0.0,0.0,0.0
b8b92f96a87aa4255f86d4620bcb9f4fd130d45c35218d30b8264344e746a990,83.33,16.67,0.0,0.0,0.0
032905d3f6061b6b994f603fe07623a18c2bb48a9fa2081467b05abb17149255,83.33,16.67,0.0,0.0,0.0
7ea2fe613ea04fe6f018fbed1d678006af2ae69c59549fcda60e52b2cfd4467a,100.0,0.0,0.0,0.0,0.0
a600837bc88abe01dd08d6f77089b0c6a29c8e363f73efd65e2dc23d9e0f6dc3,0.0,100.0,0.0,0.0,0.0
ca5659ed031ca58eb1a144d7e002495823e659d661e13417b01f73c2659b8b56,100.0,0.0,0.0,0.0,0.0
2bea7f6ae42529c6be227b6ab6418a9691c74945edb3d54502facc4d332423e0,66.67,16.67,0.0,0.0,16.67
66d8d9ee1984ff1974b23f08a9dacc51cc3f1fa49ff30c3fb649d713ced8bda5,100.0,0.0,0.0,0.0,0.0
85bc3e15808a6f65803dcb0e7e1924e66a415708bc7dea7992b7b9b401890c69,50.0,0.0,0.0,50.0,0.0
61fb0a1c166827be3d680596eb42f94ac55c5bdcfd76e34c8a1989f5b38e1e4a,0.0,16.67,0.0,83.33,0.0
407faa4502a31eafb81d37e3b7054a341d1c5f7d9f8c6e1f3ff57617d09fa242,50.0,0.0,16.67,33.33,0.0
a6efc1fab3e0e9b9211d621dbb31723fa6504028ee76a6232300b26c4279d2a1,100.0,0.0,0.0,0.0,0.0
5f290c3c9fff2a1ff4107c9b4ca7c76891e559c19578f731ed93b2f52ea9ea34,66.67,16.67,0.0,16.67,0.0
5f3467259b365bc02d2f8c5d4022fca44df9fc153bc0c998b1e6005d1bd6da43,66.67,0.0,0.0,0.0,33.33
2c3b9396ea126d57f8c29e53b3a5aded5c866c3d4250b3d8b391fd762670c24d,100.0,0.0,0.0,0.0,0.0
b323e74232fad606ec116d0beb27ac9cac9078fc1767260be2fa08e1092cb81a,100.0,0.0,0.0,0.0,0.0
d6378566875d7f2f1158bab486f529be1696a56bda6eff4a3f17252768fd89da,100.0,0.0,0.0,0.0,0.0
1ba9c0d2d7ff13c2ed6a904d983244c60ec57e88fd49aefa55041aeeffe4ac93,0.0,0.0,0.0,100.0,0.0
4151c284aa005431332b16db176458d352ea8f4fef80b1c8b2f5fd239acca56d,100.0,0.0,0.0,0.0,0.0
a6d79d6b89d778260c0bdbeb1057edd8f4fd9947bcc5df090b4ccac4f2349e4a,66.67,0.0,0.0,0.0,33.33
a6f189649649376d694d12b9a85aa8d1c1237ea8900d814699c3c99b56889faa,100.0,0.0,0.0,0.0,0.0
5d09138cb877c2ef6a2db263a4ccefa3e2775d90a1b719b26b0dc5acb96a1f14,50.0,0.0,0.0,0.0,50.0
03079f56cc4c366ff0ebd5ee918222cc22ec07488ab08a931c411417882ee4bc,33.33,0.0,16.67,50.0,0.0
385077daf21d953e68e4112c979405ff5392a19518a55b28a5496ee481ea7aad,100.0,0.0,0.0,0.0,0.0
ee4970f566255909a671b91f9a001ae54ac85eb2f0bd4760da60ff6266ea3460,50.0,33.33,0.0,16.67,0.0
65d1ec2ac5c842540e6d5829b7a87bca5edf4c111e9813b39f255140f8a200e2,33.33,0.0,0.0,66.67,0.0
5047b46d2b4a974cbe3e5015ca74789bf72f871f03365a426ddfd2f8e23d92fb,0.0,0.0,0.0,0.0,100.0
6a61f66f46eea720469e97e519dfbaf606b13a3d60203954e8a44052a9159a8a,16.67,0.0,0.0,0.0,83.33
d048e0b65ef28635de940d471b2961ecdb3cd8ea365a0a1610a9c1794628e789,100.0,0.0,0.0,0.0,0.0
02bb800ef7968406d67db03b5d49e7e5cf80958a30b85da2abdd723522d36cdf,66.67,0.0,0.0,33.33,0.0
7a7ee6e8eee05dcfe8e9d50a12f5b6a90fdb4756073198397e8f6bd98d9bef45,100.0,0.0,0.0,0.0,0.0
9e3c539141b476811bc78b9b3248e98f3e854c498883f9981b7bed55a7999f9c,100.0,0.0,0.0,0.0,0.0
c37158ef18a06e954212967d380805381a59ea253d089ce8e289ae30619e30b6,0.0,16.67,0.0,83.33,0.0
34e9e7442738099192df724138e19fc191db28e166ade097a6e213e821843538,16.67,16.67,0.0,0.0,66.67
d7c1ecdf6816a51e32f068151bf7147925ae6fbeec179580e65777bd8d5f160a,,,,,
d6f4d3ee7b20059c7f08e0839419988afd663ca45fc9de8f71d4a74704d56c43,100.0,0.0,0.0,0.0,0.0
75752aeaeb76a7f1da5b6ce555617e0d5d65210e5173440b916e733dff3d3603,100.0,0.0,0.0,0.0,0.0
f9a1afa22b9ddf134e6e67e1dd7622b3e38afdf429f01c049c55aa20a8e494d7,33.33,16.67,0.0,0.0,50.0
2e2e1468574eb3063f9c2832a6355339886a8333cfce6b944a5ca729bf31f263,33.33,16.67,16.67,33.33,0.0
876e40a9b91e0b948227d737821ad1a48d0209aa5a88746e74ebd5fbfb64a1cd,100.0,0.0,0.0,0.0,0.0
2522a5729ec76936df4a4c8b631e6c6b9246aed12d9a742ca7a4c4e6cd34ada9,66.67,0.0,0.0,0.0,33.33
d5e7b1007a4e862d43c1c7b68a42fc21e0af689e79b5061bd6fb8c98983d1cf8,100.0,0.0,0.0,0.0,0.0
9a3cac5ca9c94250c64500bd07596e30777a34abcb78a7a7281003d02de8e045,66.67,0.0,0.0,0.0,33.33
dfc8773bf8a20174202e2945d81d6aa5d31d5daa2f6fde417fa991efe6552f07,0.0,16.67,0.0,83.33,0.0
2e3de54862b5fa5041e53cd1a9b7ffed72526cf45bbe113ff50bb6145f9ca104,83.33,16.67,0.0,0.0,0.0
b7c5ead98490e1536eb69ee294526dda9a042b87f105b6fe223abe3eb1929dcd,100.0,0.0,0.0,0.0,0.0
f65fb710378a45d6dffd9173a640268f5299e8b2bb9f1c33568b21e5788e36c9,83.33,16.67,0.0,0.0,0.0
bc870a9483162b794bbba62ad3fa257be0b5b56be102440a5fe82e79a9015885,100.0,0.0,0.0,0.0,0.0
fcff4004f352b82f5d034a5a5f4ca72f1243243c62c6e76b1e790c6e7fa46905,33.33,33.33,16.67,16.67,0.0
c2fbaec164b0d08c168248ce425b8124bed771ee7e043a45981a81f5fda527a3,100.0,0.0,0.0,0.0,0.0
9d73ac25e54436e2b3f128b6f16c202c3f51d1fa3861003cc239dc1a8ba4365e,50.0,0.0,0.0,0.0,50.0
c44dcb8645c55064cd254a6cb9bb30532d5db6f67ee9d86eecbbed720347c07e,100.0,0.0,0.0,0.0,0.0
e97e690afed3c108a1813ad9b72f3eebe725233da79bc6cd9722f6d173180271,100.0,0.0,0.0,0.0,0.0
74ddbab42e64214180a766b4f683adab76df7ee66b068d1910c10c8a66420188,50.0,0.0,0.0,0.0,50.0
4dff5d2bc60246a10f7b484d1833f2456848735a4f0a6905d772cd6a24512d88,16.67,0.0,0.0,0.0,83.33
a214ce1f56d8ea086d93ca5f8890a875267586d3a9bbcb6943ba21a9a5554b32,100.0,0.0,0.0,0.0,0.0
56cd09474569225daedf2af6c4b257013d2d8aebeb68fefb3b7fc37ce13ec379,100.0,0.0,0.0,0.0,0.0
0a1321f6a496609c5353c2ea61d3dac3bc6756b54ca6e211d1000352b55aad03,83.33,0.0,0.0,16.67,0.0
4486f53be75a999cc2dacce389d6dacc59ff2220cfb4591ed8eb115e87e89754,100.0,0.0,0.0,0.0,0.0
b171f60608be3bb8e301648d922c79289a301740b747fbe9969e4ed7df4e35c7,83.33,0.0,16.67,0.0,0.0
a4f661d3851e62cf4bc21b8d4a7dbb79fc4424f8bd4d17eb892d9e5d19e9c24a,66.67,16.67,0.0,16.67,0.0
ce597a99699405ae90c6bdccc9d0552bd720305f17488fda4c2697f5bff2e87a,16.67,16.67,0.0,66.67,0.0
083272cae312f631104dac50ca89a395bda50870a35dc96e1f85e01d4c4651a8,83.33,16.67,0.0,0.0,0.0
2efb7d2a4110123a5e55a394ad2a51f04765e9009df239cf0bb12467692cb66c,100.0,0.0,0.0,0.0,0.0
cf546d5a0ea5e1ec181cdc32b99476dee378d0885eda3c98b9bd3654c8923c4d,33.33,33.33,16.67,16.67,0.0
eb1979168c14d6b910a7ea5ab2d0d11f6f53bab02af0a7fa7ead25a766adbbb2,100.0,0.0,0.0,0.0,0.0
47b877c647e43d39ed06675b033664511e4011684470fac9ba615c7bbe678bcf,83.33,0.0,0.0,0.0,16.67
510a11ac5e67d88ca66efde997134479394c6e8d4a7b2e0f2dfa3f2d305de106,66.67,33.33,0.0,0.0,0.0
573bb466a5978fbb9442d525614dde627862cfcd297ab1e2009ee89c140dc692,0.0,16.67,0.0,0.0,83.33
23281bc158a20ad658800ff0447bba58815e84b43938ad3967ed53e821e61b94,,,,,
45df7bde892b8e7ca59f3f1b4a8882a3512f26373319adbaadf33f9ad0e25d9e,16.67,0.0,0.0,0.0,83.33
771b2475e8721223031c2e74bb0e516ca5e446e1dc398bcf5c6ff57fe76b9d76,33.33,33.33,0.0,16.67,16.67
5aa24fadb3360cc8603bd5869261fc9d3be7dc4cb44e734c29f06d4feaed9308,,,,,
7ccb040abee6bb016133ff4ccf72d5e928a9b02f9dd71eac715eeb6cf0191e76,100.0,0.0,0.0,0.0,0.0
2beb9f8b1424ff7fa85a25c21318d86f554a4d19ef56beac955804d3f69b8d91,50.0,0.0,16.67,16.67,16.67
66630e734600af5521879fcf08016f061df138ad375f244ca66adf7bc661f00f,100.0,0.0,0.0,0.0,0.0
5ccfada36e7f403752f272d8b6e802b3e68855d091307a6bd762ceb0e52976ff,100.0,0.0,0.0,0.0,0.0
db27ef00f7d6f2c4294a6bab2523ca69f139bccd4a83ccb6b691be4bfdb63b4d,,,,,
c1e17feb293ad92c828e0bd46d568d1fcaceddc64a2c6947357e918f9cea4b11,16.67,33.33,16.67,33.33,0.0
232d800957bd48ed821adf5b2417a7cb8369032bce7945cdc7c5ec5c6bdfc909,100.0,0.0,0.0,0.0,0.0
3cb7817bfb7a6d0049d16ab2bc04009018cb31fa0e1c5df19caf0cc545c21189,50.0,50.0,0.0,0.0,0.0
db5c62622638aadcaaaac5a249b7feee6e83dd70b6e0ccadc947aebde6ac3b78,16.67,16.67,16.67,50.0,0.0
ef9a23007bb2b74745b9a846954e56949c4a2ed9b4c3121ae767f9e77741bfbb,83.33,0.0,0.0,0.0,16.67
abf333d3cf55de13efaa4d250cc24306de520c6538ef417cd69f02f4d60d460e,33.33,16.67,33.33,16.67,0.0
c3b01f581016a76b092f4461241bc71a143e5bc4e1c68be058f24430ad34517d,33.33,50.0,0.0,16.67,0.0
d977d3c025e76aabe400bca733247e2310a334d0cbaaff82d64dd83792da18d2,16.67,0.0,0.0,0.0,83.33
0fe84258bcb9cb308c7903463baa011c4629fc51d5f0c03c30d6ee0db4748bee,100.0,0.0,0.0,0.0,0.0
990095ff11938d22aecc8268c6ef0e637bdbb387052b66910eacb5db3440f4c8,16.67,0.0,0.0,0.0,83.33
2b9df5bb29d744e90cd2d02bc92fb42e2cde9064c7368742824995edff086510,66.67,16.67,16.67,0.0,0.0
289a6abd11c2ab11bda6aa995fa82d27970b6720dbbbaa31653243eff4496de7,16.67,0.0,0.0,0.0,83.33
d2510be0dac4ca75c32b6360a3eaa75cbefb8caa2ef276a4c31b1c9174890d99,16.67,0.0,0.0,0.0,83.33
ce91d5f9e40773571924fc9536e0859255412853e5f313b87c3d193f4352344c,100.0,0.0,0.0,0.0,0.0
589f5c6e0b7d58fea410c370f623494d22ed16c7077860a1ed6f411dc5315501,33.33,0.0,0.0,0.0,66.67
c3d09633f66a159a61f637322adcf29629bf1e1b90c5ebc4d5d16d179b4cb603,33.33,33.33,33.33,0.0,0.0
ff0d9f383b592068c66b0bff97a5244ddcc90e41253a1c12d94821da876eb6b5,100.0,0.0,0.0,0.0,0.0
aba65acead7188ed5f823b8757bbd45e7cf4215a6325e3725e55e5a5f22d4fe3,83.33,0.0,16.67,0.0,0.0
c833d4df496d9ce8469967c47a5407bd3d73fbf1e93ae7c3580812d89d33fde9,66.67,0.0,0.0,33.33,0.0
561ab45595f6da9dd25b1c73b2359d8c95fcb8f0d87a0345d22bffc86d5c897d,0.0,0.0,0.0,0.0,100.0
bb8440924b6ab013a207a5bd8ccec0349dfad9126148df0e4237fcfea70c588a,66.67,0.0,0.0,0.0,33.33
e04bfdd9e5fc7b41613bd35f27fe8eec3439381df52aa395332e0e713e94d3f2,83.33,0.0,0.0,0.0,16.67
4f76fa5ac6fee8676f55f9f134e340aae4176689102efbc73f3c5d6328c1c012,100.0,0.0,0.0,0.0,0.0
089feeede3af14e2c693bfdadc17833d4cb17136bcbb6f63ff92a14a8408661a,100.0,0.0,0.0,0.0,0.0
abb9c0758d46c900b7ad550601f61c78d721ab2e82e01c4ecbef2dcdb110bf40,100.0,0.0,0.0,0.0,0.0
022bb3c705b5c8c9d5b76ac4ffdc7e6612179510976f1358c9b1027c42d287da,25.0,0.0,0.0,0.0,75.0
5770cc8361f6cff67093016f47ac79f61c0af9f590120670813d4bf19b5ab988,83.33,16.67,0.0,0.0,0.0
8a214bbfb09dcd121cab586b2bdd568f9da2cdccade2ea2871161388947da5d0,100.0,0.0,0.0,0.0,0.0
3d4a93fcf4420e5bd9237facea13f0a43728a83c0cf3b305a6cbb56ec06bfbe1,100.0,0.0,0.0,0.0,0.0
2fba2ecbd15643335aa4deb36181bc71e750d1d6154c181161546ede2f56c419,33.33,0.0,0.0,66.67,0.0
005df268c49e271b79a80a3e8f22ba00702df96c72c6b6cb83f0b402caf02b26,100.0,0.0,0.0,0.0,0.0
5fac55c0ce6958cab17b95a2b80685420d371d4abb68ba1e0ccf85315a8abfde,100.0,0.0,0.0,0.0,0.0
bb5496baa0aff8110c4583781213840ab0a75548006b7eedf978085d6fdc2c62,,,,,
e5fac48cfb2498bacdbd217b92458f71f7a09c990fcaca0cc47d43ca08f4705e,66.67,0.0,16.67,0.0,16.67
ea40542b389d445d169f56747adcbaa0c80acc7cd6a8b590b728eefffa3acd04,33.33,0.0,0.0,0.0,66.67
0226fdc55ba5d73e1a6cb4286b7e02be06a70f6d1813d9bd6630d7cc02655c63,16.67,0.0,0.0,0.0,83.33
809acc0ca08a5cb7cc0146fd5c8babde79b5ad837fd41709505062ef894082ae,16.67,0.0,0.0,0.0,83.33
de3cf67f8593713cb8534ec238117816c9c26fb7c02d87e54e8abfd695ac1b7b,100.0,0.0,0.0,0.0,0.0
4a7da7f54f89f78ae260d45597ebcd288c449d11709424c31f78e737999f0145,83.33,16.67,0.0,0.0,0.0
bed926b9a2e2e31f2e81540fc57f9f153250d42c66b86ee201e68cfbe098b7ae,33.33,33.33,0.0,16.67,16.67
b6326aa7f529828c0ffa03a87c7e74dd22b5c721d64523929eef35d0981fcad2,66.67,0.0,0.0,0.0,33.33
c9c2ecbd13e1a90206752e400d66f3a91603558b9e69e5de6eaedd5b5a8a9cb6,50.0,0.0,0.0,0.0,50.0
adb4818782118baf24b47ae004e119d0ad5e99562cace9d4c71175b6ca5c6ce4,100.0,0.0,0.0,0.0,0.0
d19e0d11d5244ba870dffaa5652f6d58b4edf8ec7b13c01de45856237fda9922,16.67,16.67,33.33,33.33,0.0
d38844d1f4e7d83eb44da00a6d4b9af05bc8fe5ac9a61f80481f5cb16f41647a,33.33,33.33,0.0,33.33,0.0
e84c97f9b21f880bab4fb84fd360564b1f1010d7ecb999c8b672ca476225dbea,100.0,0.0,0.0,0.0,0.0
e4ae4a21e030d6b2ca765524aaeb5c235ec9415aaf1beb06b4f631e7420adaf7,66.67,33.33,0.0,0.0,0.0
e74a3ce25719dc55528ad02b5378578c634fdd04f96992c7834808083eaedbfe,100.0,0.0,0.0,0.0,0.0
184dedfbab8ba861725d05f953a7667a517fe5b8d6f594cbf2a53e1432381169,40.0,20.0,0.0,40.0,0.0
2229d033e76ecb69079599a834b4061b60847ef2ca981760e2da3186b5c2dbd5,100.0,0.0,0.0,0.0,0.0
674963751ed51d715079007107461bbb687495e7fa2c3f3c677badb5811c66cc,83.33,0.0,0.0,0.0,16.67
7c761167c2e2ca4d3fa12d6d5cc3149190d9fcd07baa72d058b2a0ea7947eb53,16.67,0.0,0.0,0.0,83.33
1a8c826cb25c4f78686d4002e4df79a8292f865ab449813d2e9c9c34becdedb3,50.0,16.67,0.0,33.33,0.0
f1aaf2de67fd6395db1ba843984d4515ffb390dc474969e3649380a9124126db,83.33,16.67,0.0,0.0,0.0
a00ea8b30939676a7d7fc1f4d7a586aba99fbc2664f8a7fb4c400f152708c533,50.0,0.0,0.0,0.0,50.0
065babe40a6f3870c499a1291f949155c04940f3c8e0b3aed513d06eec098a5d,50.0,33.33,0.0,0.0,16.67
dbf28da1fc9aaf216cf36720c93ce0e2d1a229aeb2f8140782e98c294f2e1fc1,100.0,0.0,0.0,0.0,0.0
fb4bbc3d03bcd4aa759c464ef18ef839406057db4443e8dab106d3b43519bcfb,83.33,0.0,0.0,16.67,0.0
c252a29edbd35bb4608db64d2f53168ec16ad413e57adbcc0beca72843437c92,100.0,0.0,0.0,0.0,0.0
3853f241806d5f3cee739e814b3e361e8a5f50e285f44f77cd46729f150236e2,50.0,16.67,0.0,33.33,0.0
68ef3d2d6d64f356981564bbb39b6171d1645fadd114205e035ef07d8ceb68e4,33.33,33.33,0.0,33.33,0.0
99bc9bb249b47afe2a6794038650f4a30724d7c0e15fa8b7216c9a25ff81cd1d,100.0,0.0,0.0,0.0,0.0
be15db72555b076f8b9b1facf1fc5991831596b3c2047ecbe8c507cb88e1da69,100.0,0.0,0.0,0.0,0.0
0c51b04b71492cc41c3566fa65b4d0634e09527d37f537a572ae5c8e46591c4c,100.0,0.0,0.0,0.0,0.0
3d096da67c000a7c6a1f59d83f4a769f0f3decfeb713d6bdfac3a053f34c9028,33.33,0.0,0.0,0.0,66.67
468591ada76f19b8b5cbe4d6852531760a7daf02b603fb8cac0573f2fc05d092,50.0,33.33,0.0,0.0,16.67
a81cd6622889b2ed4c23475173729373d56dd331ebbc05ba6f78b70377e8c49e,16.67,0.0,0.0,0.0,83.33
be06d6806e87f1f8751acd364cdb20b0b8ff327b59fdb96290ed71eaa7778be8,50.0,0.0,0.0,0.0,50.0
cb6c84b72c83f134054d9ae3955777e113b9b23b56763875ee415d157023220a,0.0,0.0,0.0,0.0,100.0
a1a03132bfbab7b2db63015a9422025bed4af1026e3d050fbeeb27f2372cc6ba,80.0,0.0,0.0,0.0,20.0
a7b6601794b4fde5cbd6919909eab4e62bfc6454ad287e48616866c2ea5a0916,66.67,0.0,0.0,33.33,0.0
f1e976064d968e7a3fac58f7ef33ab1e6ff6c3b18742ea93bee24ca92002989a,83.33,16.67,0.0,0.0,0.0
df8b44a6e59e404379d28a7d69fd153da700d2011444291e5b9a3ce6287f9b05,100.0,0.0,0.0,0.0,0.0
e3724c5afb470f844e987efa64ab2f04b320cf47bd2a8eac6d53b0d28b62dbac,80.0,0.0,0.0,0.0,20.0
01f55a2cf2bc54bed699a7218a5c19e28328d5cc7c4a150042d959ea6104f073,50.0,16.67,16.67,16.67,0.0
9ad1c7394969a1e04aa70686e8ea5e9837da416ce3f06b2fcb098153144f01ad,50.0,33.33,16.67,0.0,0.0
8887b31b1531f0dee18bc7871bda5b6be9fd4d23368c8ecd5d57a07dcbd8076e,100.0,0.0,0.0,0.0,0.0
61704e6afedd6241e57b441908ac35e34a3a32fdc467e03fb68f54fe1dfcc236,100.0,0.0,0.0,0.0,0.0
7cb2aede6eea23c28f4067571a8e6223fc3cf47c3e93fb6ec29f1acf30ebcd23,100.0,0.0,0.0,0.0,0.0
9acf693989e07a2ce5bc5ea1a86d83f1fa6f3b8f0dc462da04a0aecfd42799d4,100.0,0.0,0.0,0.0,0.0
a484abbb660dd9e0714f242e1a7d81aa9fa98e5916f01ccaedcfa47779536782,100.0,0.0,0.0,0.0,0.0
f9d23246667cf827fe31957eefadcc3b5c1c0a6c3c49e543b4acec92f81d41a5,100.0,0.0,0.0,0.0,0.0
a41a403b00948aa28095f3f143f3c13f1e017c56516533e0f0b27bb9de97c23c,33.33,0.0,0.0,66.67,0.0
276ada955b9a799a988bb177339054dffe73df3b64abbb558ec82b3440ad6258,0.0,83.33,0.0,16.67,0.0
2e6ccbff9350c0731e851699f1c59773e9663a9f91044abc21d2bee77a727183,100.0,0.0,0.0,0.0,0.0
d6223bf6b49fb91d51b27741041534beb277a33246f721f4571ac093fa41767a,33.33,0.0,0.0,0.0,66.67
b70fb09f46b3d7c4877f0207e8763cb976c534a51ae2d952d60d84c4b3d65fa7,0.0,0.0,0.0,100.0,0.0
0d3a9c0e7eda90b9960d42b43861e436ad4df234d6a642c60b2cc675745e33b7,100.0,0.0,0.0,0.0,0.0
32fdaeac448827686c10428e2cb728652789bd8bb94aada037ba942dec41aa71,100.0,0.0,0.0,0.0,0.0
b624a960660cdc6281f944dd6d7cf68d4d9b08a2aa701a3677958547b4bc5112,16.67,83.33,0.0,0.0,0.0
693496678c572cfa9a0c4019af5534191406124c1e0ba5309cdd33b21519f131,83.33,0.0,16.67,0.0,0.0
212099bd55bd2448c78daccba77efacc68c111022bb347aa062bee5ab7f59931,100.0,0.0,0.0,0.0,0.0
df869416ff56ff99aa3e3af3b8010375a11055c25e4c4550c9badab2a0e92253,100.0,0.0,0.0,0.0,0.0
8f8e431ff8b3da6678e19f3dda1427da6b6fffced67a2e048663c45185d970ab,50.0,16.67,16.67,0.0,16.67
d585586826ea80a5eae5bf7529a845ce9d9adaef68765b500719cece9747ab1c,16.67,0.0,0.0,0.0,83.33
7439fad011f12c5760b3f27848fb8fd605c44026fe6fb1fc3fb86f31e7eba5c2,100.0,0.0,0.0,0.0,0.0
6e95b510c2550aa93c5ae78eda3dc1e9e71133a5f8d3a35dfcafbd934ecaeb3b,16.67,16.67,50.0,16.67,0.0
db5a1a20089349f8ef43e4a25fa49dca71f3eebf41e96f24509610b4658c31c0,100.0,0.0,0.0,0.0,0.0
274210e59d25299baced383e95cc3cbfe7458018106bc7c988f0b2ffcd5378f3,50.0,0.0,0.0,0.0,50.0
4ef7430a7458670be417252bff6f3f3143fec29515fc8396efe8b75f2fe56c09,100.0,0.0,0.0,0.0,0.0
10143eb357b0b7cc6fc58b23caad82be6a862e935ed74b2c2fd06f02a16c482b,100.0,0.0,0.0,0.0,0.0
0527512a5b5fc51fbf9483c7a72b38d0f41f6908ba8aca993800b66cb3dac2ba,83.33,16.67,0.0,0.0,0.0
243d8d7b9058b9d772afce22e04786f9842d6c6324ce8d9d651d8bf7809483e9,100.0,0.0,0.0,0.0,0.0
